"tod","state1","state2","state3","lci1","lci2","lci3","uci1","uci2","uci3","group"
190,0.227262111348782,0.549941239833765,0.222796648817454,0.119887247764382,0.440377356496067,0.130193160791255,0.378965397723561,0.631380168099621,0.342392540037358,2
191,0.22705861189979,0.550147813300912,0.222793574799299,0.119740359632601,0.440528400070373,0.130176822407238,0.378709697183768,0.631582121258606,0.342386969572833,2
192,0.226851171170968,0.550358062492181,0.222790766336851,0.119591352815339,0.440682542308166,0.130160479752124,0.378448602430177,0.631787012914198,0.34238107906442,2
193,0.226639800145115,0.550571980550995,0.222788219303891,0.119440236895712,0.440839778952303,0.130144130581007,0.378182120903093,0.631994835805816,0.342374862225048,2
194,0.226424510008954,0.550789560500569,0.222785929490477,0.119287021585558,0.441000105695721,0.130127772599991,0.377910260193383,0.632205582527172,0.342368312699074,2
195,0.226205312152723,0.551010795243751,0.222783892603527,0.119131716724502,0.441163518181313,0.130111403466643,0.377633028043574,0.632419245526551,0.342361424063388,2
196,0.225982218169756,0.551235677562844,0.2227821042674,0.118974332279014,0.441330012001801,0.130095020790449,0.377350432348957,0.632635817107091,0.342354189828548,2
197,0.225755239856055,0.551464200119445,0.2227805600245,0.118814878341449,0.44149958269961,0.130078622133273,0.377062481158715,0.6328552894271,0.342346603439916,2
198,0.225524389209841,0.551696355454277,0.222779255335883,0.118653365129077,0.441672225766727,0.130062205009831,0.376769182677062,0.633077654500369,0.342338658278811,2
199,0.225289678431103,0.55193213598702,0.222778185581877,0.118489802983097,0.441847936644559,0.130045766888172,0.376470545264407,0.633302904196502,0.342330347663678,2
200,0.225051119921134,0.55217153401615,0.222777346062717,0.118324202367639,0.44202671072379,0.130029305190161,0.37616657743852,0.633531030241261,0.34232166485126,2
201,0.224808726282046,0.552414541718769,0.222776731999186,0.118156573868756,0.442208543344226,0.130012817291976,0.375857287875722,0.63376202421693,0.342312603037794,2
202,0.224562510316285,0.552661151150451,0.222776338533265,0.117986928193394,0.44239342979464,0.129996300524606,0.375541586326568,0.633995877562681,0.342303155360208,2
203,0.224312485026125,0.552911354245074,0.222776160728802,0.117815276168362,0.442581365312612,0.129979752174367,0.375218618459228,0.634232581574968,0.342293314897335,2
204,0.22405866361315,0.553165142814668,0.222776193572183,0.117641628739275,0.442772345084363,0.129963169483416,0.374890382057441,0.634472127407922,0.34228307467114,2
205,0.223801059477727,0.553422508549253,0.222776431973021,0.117465996969496,0.442966364244583,0.129946549650274,0.374556886551808,0.63471450607377,0.342272427647954,2
206,0.223539686218458,0.553683443016692,0.222776870764851,0.117288392039058,0.443163417876258,0.129929889830359,0.374218141536439,0.634959708443263,0.34226136673972,2
207,0.223274557631628,0.553947937662535,0.222777504705837,0.117108825243576,0.443363501010496,0.129913187136529,0.373874156770213,0.635207725246113,0.342249884805254,2
208,0.223005687710633,0.554215983809877,0.222778328479491,0.116927307993146,0.443566608626334,0.129896438639623,0.373524942178036,0.635458547071467,0.342237974651512,2
209,0.222733090645389,0.554487572659208,0.222779336695403,0.116743851811233,0.443772735650565,0.129879641369021,0.373155499710138,0.635712164368363,0.34222562903487,2
