"tod","Late","Exposed","Infected","cosFull","sinFull","cosHalf","sinHalf","group","Fish_id","dwellTime1","dwellTime2","dwellTime3"
590,"0",1,0,-0.843391445812886,0.537299608346824,0.4226182617407,-0.90630778703665,"2","F",8.3129965415867,30.8319659843332,8.83232272834948
591,"0",1,0,-0.845727821703973,0.533614515915612,0.430511096808295,-0.902585284349861,"2","F",8.32102350695777,30.9101089560527,8.83313528551025
592,"0",1,0,-0.848048096156426,0.529919264233205,0.438371146789077,-0.898794046299167,"2","F",8.3290524363872,30.9880540862439,8.8339353816566
593,"0",1,0,-0.850352224995563,0.52621392365187,0.446197813109808,-0.894934361602025,"2","F",8.33708316001389,31.0657983296617,8.83472299816185
594,"0",1,0,-0.852640164354092,0.522498564715949,0.453990499739547,-0.891006524188368,"2","F",8.34511550740513,31.1433386527954,8.83549811669536
595,"0",1,0,-0.854911870672946,0.518773258160522,0.461748613235033,-0.887010833178222,"2","F",8.35314930756294,31.2206720340921,8.8362607192214
596,"0",1,0,-0.857167300702112,0.515038074910054,0.46947156278589,-0.882947592858927,"2","F",8.36118438892572,31.2977954641767,8.83701078800095
597,"0",1,0,-0.859406411501452,0.511293086077052,0.477158760259608,-0.878817112661966,"2","F",8.36922057937318,31.37470594607,8.83774830559196
598,"0",1,0,-0.861629160441526,0.507538362960704,0.484809620246337,-0.874619707139396,"2","F",8.37725770623047,31.451400495403,8.8384732548493
599,"0",1,0,-0.863835505204396,0.503773977045526,0.492423560103467,-0.8703556959399,"2","F",8.38529559627091,31.52787614063,8.83918561892642
600,"0",1,0,-0.866025403784439,0.5,0.5,-0.866025403784439,"2","F",8.39333407572212,31.6041299232393,8.83988538127528
601,"0",1,0,-0.868198814489142,0.496216503675208,0.507538362960705,-0.861629160441525,"2","F",8.40137297026808,31.6801588979588,8.84057252564685
602,"0",1,0,-0.8703556959399,0.492423560103467,0.515038074910054,-0.857167300702112,"2","F",8.40941210505457,31.7559601329626,8.841247036092
603,"0",1,0,-0.872496007072797,0.488621241496955,0.522498564715949,-0.852640164354092,"2","F",8.41745130469303,31.831530710072,8.84190889696197
604,"0",1,0,-0.874619707139396,0.484809620246337,0.529919264233205,-0.848048096156426,"2","F",8.42549039326491,31.9068677249559,8.84255809290858
605,"0",1,0,-0.876726755707508,0.480988768919388,0.537299608346824,-0.843391445812886,"2","F",8.43352919432596,31.9819682873267,8.84319460888491
606,"0",1,0,-0.878817112661965,0.477158760259609,0.544639035015027,-0.838670567945424,"2","F",8.44156753091056,32.0568295211363,8.84381843014626
607,"0",1,0,-0.880890738205386,0.473319667184843,0.551936985312058,-0.833885822067168,"2","F",8.44960522553652,32.1314485647658,8.84442954224983
608,"0",1,0,-0.882947592858927,0.469471562785891,0.559192903470746,-0.829037572555042,"2","F",8.45764210020957,32.205822571216,8.84502793105571
609,"0",1,0,-0.884987637463042,0.465614520325112,0.566406236924832,-0.824126188622016,"2","F",8.46567797642774,32.2799487082934,8.84561358272754
610,"0",1,0,-0.887010833178222,0.461748613235034,0.573576436351046,-0.819152044288992,"2","F",8.47371267518588,32.3538241587942,8.84618648373225
611,"0",1,0,-0.889017141485736,0.457873915116957,0.580702955710939,-0.81411551835632,"2","F",8.48174601698133,32.4274461206846,8.84674662084149
612,"0",1,0,-0.891006524188368,0.453990499739547,0.587785252292473,-0.809016994374948,"2","F",8.48977782181714,32.5008118072808,8.84729398113086
613,"0",1,0,-0.892978943411137,0.450098441037435,0.594822786751341,-0.803856860617218,"2","F",8.49780790920886,32.5739184474232,8.84782855198182
614,"0",1,0,-0.894934361602025,0.446197813109809,0.601815023152048,-0.798635510047293,"2","F",8.50583609818727,32.6467632856513,8.84835032108072
615,"0",1,0,-0.896872741532688,0.442288690219001,0.608761429008721,-0.793353340291235,"2","F",8.51386220730546,32.7193435823731,8.84885927641994
616,"0",1,0,-0.898794046299167,0.438371146789077,0.615661475325659,-0.788010753606722,"2","F",8.52188605464221,32.7916566140332,8.84935540629795
617,"0",1,0,-0.900698239322588,0.434445257404417,0.622514636637619,-0.782608156852414,"2","F",8.52990745780812,32.8636996732787,8.84983869932034
618,"0",1,0,-0.902585284349861,0.430511096808295,0.629320391049838,-0.777145961456971,"2","F",8.53792623395066,32.9354700691213,8.85030914439949
619,"0",1,0,-0.904455145454368,0.426568739901458,0.636078220277764,-0.77162458338772,"2","F",8.5459421997582,33.0069651270974,8.85076673075491
620,"0",1,0,-0.90630778703665,0.422618261740699,0.642787609686539,-0.766044443118978,"2","F",8.5539551714669,33.0781821894259,8.85121144791424
621,"0",1,0,-0.908143173825081,0.418659737537428,0.649448048330184,-0.760405965600031,"2","F",8.56196496486564,33.1491186151625,8.85164328571341
622,"0",1,0,-0.909961270876543,0.414693242656239,0.656059028990507,-0.754709580222772,"2","F",8.56997139530017,33.2197717803517,8.85206223429577
623,"0",1,0,-0.911762043577089,0.410718852613477,0.662620048215738,-0.748955720789002,"2","F",8.57797427768037,33.2901390781774,8.85246828411459
624,"0",1,0,-0.913545457642601,0.4067366430758,0.669130606358858,-0.743144825477395,"2","F",8.58597342648409,33.3602179191082,8.85286142593145
625,"0",1,0,-0.915311479119447,0.402746689858737,0.67559020761566,-0.737277336810124,"2","F",8.59396865576446,33.4300057310425,8.85324165081761
626,"0",1,0,-0.917060074385124,0.398749068925247,0.681998360062498,-0.731353701619171,"2","F",8.60195977915373,33.4994999594508,8.85360895015356
627,"0",1,0,-0.918791210148898,0.394743856384267,0.688354575693754,-0.725374371012288,"2","F",8.60994660987012,33.5686980675134,8.85396331563015
628,"0",1,0,-0.92050485345244,0.390731128489274,0.694658370458997,-0.719339800338652,"2","F",8.61792896072348,33.6375975362575,8.85430473924794
629,"0",1,0,-0.922200971670452,0.386710961636821,0.70090926429985,-0.713250449154182,"2","F",8.62590664412051,33.7061958646918,8.85463321331849
630,"0",1,0,-0.923879532511287,0.38268343236509,0.707106781186547,-0.707106781186548,"2","F",8.63387947207116,33.7744905699362,8.85494873046309
631,"0",1,0,-0.925540504017566,0.378648617352433,0.713250449154182,-0.700909264299851,"2","F",8.64184725619407,33.842479187352,8.85525128361496
632,"0",1,0,-0.927183854566787,0.374606593415912,0.719339800338651,-0.694658370458998,"2","F",8.64980980772316,33.9101592706668,8.85554086601769
633,"0",1,0,-0.928809552871924,0.370557437509836,0.725374371012288,-0.688354575693754,"2","F",8.65776693751354,33.977528392099,8.85581747122615
634,"0",1,0,-0.930417567982025,0.366501226724297,0.731353701619171,-0.681998360062498,"2","F",8.66571845604676,34.0445841424785,8.85608109310715
635,"0",1,0,-0.932007869282798,0.362438038283702,0.737277336810124,-0.67559020761566,"2","F",8.67366417343828,34.1113241313649,8.8563317258388
636,"0",1,0,-0.933580426497202,0.3583679495453,0.743144825477394,-0.669130606358858,"2","F",8.68160389944251,34.1777459871639,8.85656936391092
637,"0",1,0,-0.935135209686012,0.354291037997716,0.748955720789002,-0.662620048215738,"2","F",8.68953744345981,34.2438473572399,8.85679400212598
638,"0",1,0,-0.936672189248398,0.350207381259468,0.754709580222772,-0.656059028990507,"2","F",8.69746461454247,34.309625908028,8.85700563559794
639,"0",1,0,-0.938191335922484,0.346117057077493,0.76040596560003,-0.649448048330184,"2","F",8.70538522140146,34.3750793251415,8.85720425975296
640,"0",1,0,-0.939692620785908,0.342020143325669,0.766044443118978,-0.64278760968654,"2","F",8.71329907241238,34.4402053134777,8.85738987033051
641,"0",1,0,-0.941176015256371,0.337916718003327,0.77162458338772,-0.636078220277764,"2","F",8.72120597562207,34.505001597322,8.85756246338133
642,"0",1,0,-0.942641491092178,0.333806859233771,0.777145961456971,-0.629320391049838,"2","F",8.72910573875561,34.5694659204482,8.85772203526994
643,"0",1,0,-0.944089020392784,0.329690645262787,0.782608156852414,-0.62251463663762,"2","F",8.73699816922203,34.633596046217,8.85786858267238
644,"0",1,0,-0.945518575599317,0.325568154457157,0.788010753606722,-0.615661475325659,"2","F",8.7448830741223,34.6973897576722,8.85800210257889
645,"0",1,0,-0.946930129495106,0.321439465303162,0.793353340291235,-0.608761429008721,"2","F",8.75276026025472,34.7608448576339,8.85812259229101
646,"0",1,0,-0.948323655206199,0.317304656405092,0.798635510047293,-0.601815023152048,"2","F",8.76062953412224,34.8239591687898,8.85823004942449
647,"0",1,0,-0.949699126201877,0.313163806483749,0.803856860617218,-0.594822786751341,"2","F",8.7684907019393,34.8867305337835,8.85832447190751
648,"0",1,0,-0.951056516295154,0.309016994374948,0.809016994374947,-0.587785252292473,"2","F",8.77634356963904,34.9491568153019,8.85840585798087
649,"0",1,0,-0.952395799643278,0.304864299028011,0.814115518356319,-0.58070295571094,"2","F",8.78418794287927,35.0112358961569,8.85847420619916
650,"0",1,0,-0.953716950748227,0.300705799504273,0.819152044288992,-0.573576436351046,"2","F",8.79202362705064,35.0729656793694,8.85852951542938
651,"0",1,0,-0.955019944457187,0.296541574975571,0.824126188622016,-0.566406236924833,"2","F",8.79985042728231,35.1343440882458,8.85857178485162
652,"0",1,0,-0.956304755963035,0.292371704722737,0.829037572555041,-0.559192903470747,"2","F",8.80766814845083,35.1953690664573,8.85860101395906
653,"0",1,0,-0.957571360804815,0.288196268134089,0.833885822067169,-0.551936985312058,"2","F",8.8154765951856,35.2560385781119,8.85861720255821
654,"0",1,0,-0.958819734868193,0.284015344703923,0.838670567945424,-0.544639035015027,"2","F",8.82327557187682,35.3163506078281,8.85862035076798
655,"0",1,0,-0.960049854385929,0.279829014030992,0.843391445812885,-0.537299608346824,"2","F",8.83106488268277,35.3763031608037,8.85861045902061
656,"0",1,0,-0.961261695938319,0.275637355817,0.848048096156425,-0.529919264233206,"2","F",8.83884433153685,35.4358942628835,8.85858752806075
657,"0",1,0,-0.962455236453647,0.271440449865074,0.852640164354092,-0.522498564715949,"2","F",8.8466137221551,35.4951219606248,8.85855155894615
658,"0",1,0,-0.963630453208623,0.267238376078257,0.857167300702112,-0.515038074910054,"2","F",8.85437285804392,35.5539843213592,8.85850255304717
659,"0",1,0,-0.964787323828813,0.263031214457975,0.861629160441525,-0.507538362960705,"2","F",8.86212154250643,35.6124794332541,8.85844051204685
660,"0",1,0,-0.965925826289068,0.258819045102521,0.866025403784438,-0.5,"2","F",8.86985957865136,35.6706054053702,8.85836543794039
661,"0",1,0,-0.967045938913943,0.254601948205528,0.8703556959399,-0.492423560103467,"2","F",8.87758676939939,35.7283603677186,8.85827733303563
662,"0",1,0,-0.968147640378108,0.250380004054441,0.874619707139396,-0.484809620246337,"2","F",8.88530291749203,35.7857424713134,8.85817619995282
663,"0",1,0,-0.969230909706754,0.246153293028993,0.878817112661965,-0.477158760259609,"2","F",8.89300782549776,35.842749888224,8.85806204162418
664,"0",1,0,-0.970295726275996,0.241921895599668,0.882947592858927,-0.469471562785891,"2","F",8.90070129582091,35.8993808116247,8.85793486129364
665,"0",1,0,-0.971342069813261,0.237685892326173,0.887010833178222,-0.461748613235034,"2","F",8.90838313070867,35.9556334558411,8.85779466251734
666,"0",1,0,-0.972369920397677,0.233445363855906,0.891006524188368,-0.453990499739547,"2","F",8.91605313225978,36.0115060563955,8.85764144916288
667,"0",1,0,-0.973379258460448,0.229200390922415,0.894934361602025,-0.446197813109809,"2","F",8.92371110243107,36.0669968700508,8.85747522540919
668,"0",1,0,-0.974370064785235,0.224951054343865,0.898794046299167,-0.438371146789077,"2","F",8.93135684304639,36.1221041748497,8.85729599574665
669,"0",1,0,-0.975342320508513,0.220697435021501,0.902585284349861,-0.430511096808295,"2","F",8.93899015580428,36.1768262701539,8.85710376497673
670,"0",1,0,-0.976296007119933,0.216439613938103,0.90630778703665,-0.4226182617407,"2","F",8.94661084228551,36.2311614766811,8.85689853821145
671,"0",1,0,-0.977231106462679,0.212177672156447,0.909961270876543,-0.41469324265624,"2","F",8.95421870396171,36.2851081365386,8.85668032087369
672,"0",1,0,-0.978147600733806,0.207911690817759,0.913545457642601,-0.4067366430758,"2","F",8.96181354220312,36.3386646132565,8.85644911869645
673,"0",1,0,-0.979045472484584,0.203641751140178,0.917060074385124,-0.398749068925247,"2","F",8.96939515828649,36.3918292918172,8.85620493772353
674,"0",1,0,-0.979924704620829,0.199367934417198,0.92050485345244,-0.390731128489275,"2","F",8.97696335340402,36.4446005786845,8.85594778430755
675,"0",1,0,-0.98078528040323,0.195090322016128,0.923879532511287,-0.38268343236509,"2","F",8.98451792867013,36.4969769018282,8.85567766511167
676,"0",1,0,-0.981627183447664,0.190808995376545,0.927183854566787,-0.374606593415912,"2","F",8.99205868513127,36.5489567107506,8.85539458710764
677,"0",1,0,-0.98245039772551,0.186524036008735,0.930417567982025,-0.366501226724297,"2","F",8.9995854237734,36.6005384765067,8.85509855757687
678,"0",1,0,-0.983254907563955,0.182235525492148,0.933580426497202,-0.358367949545301,"2","F",9.00709794552995,36.6517206917251,8.85478958410863
679,"0",1,0,-0.984040697646291,0.177943545473842,0.936672189248398,-0.350207381259468,"2","F",9.01459605129094,36.7025018706261,8.85446767460166
680,"0",1,0,-0.984807753012208,0.17364817766693,0.939692620785908,-0.342020143325669,"2","F",9.0220795419109,36.7528805490385,8.85413283726166
681,"0",1,0,-0.985556059058078,0.169349503849025,0.942641491092178,-0.333806859233771,"2","F",9.029548218218,36.8028552844132,8.85378508060285
682,"0",1,0,-0.986285601537231,0.165047605860678,0.945518575599317,-0.325568154457158,"2","F",9.03700188102084,36.8524246558354,8.85342441344642
683,"0",1,0,-0.986996366560232,0.160742565603826,0.948323655206199,-0.317304656405092,"2","F",9.04444033111918,36.9015872640366,8.85305084492052
684,"0",1,0,-0.987688340595138,0.156434465040231,0.951056516295154,-0.309016994374948,"2","F",9.05186336931092,36.9503417314011,8.85266438446047
685,"0",1,0,-0.988361510467761,0.152123386189917,0.953716950748227,-0.300705799504274,"2","F",9.05927079640105,36.9986867019741,8.85226504180741
686,"0",1,0,-0.989015863361917,0.14780941112961,0.956304755963036,-0.292371704722736,"2","F",9.06666241321068,37.0466208414664,8.85185282700809
687,"0",1,0,-0.98965138681967,0.143492621991179,0.958819734868193,-0.284015344703923,"2","F",9.07403802058525,37.0941428372566,8.8514277504155
688,"0",1,0,-0.99026806874157,0.139173100960066,0.961261695938319,-0.275637355817,"2","F",9.08139741940363,37.1412513983935,8.85098982268664
689,"0",1,0,-0.990865897386882,0.134850930273724,0.963630453208623,-0.267238376078258,"2","F",9.08874041058584,37.1879452555943,8.85053905478435
690,"0",1,0,-0.99144486137381,0.130526192220052,0.965925826289068,-0.258819045102521,"2","F",9.09606679510375,37.2342231612433,8.8500754579743
691,"0",1,0,-0.992004949679715,0.12619896913583,0.968147640378108,-0.250380004054442,"2","F",9.10337637398789,37.2800838893863,8.84959904382731
692,"0",1,0,-0.992546151641322,0.121869343405148,0.970295726275996,-0.241921895599668,"2","F",9.11066894833698,37.3255262357256,8.84910982421616
693,"0",1,0,-0.993068456954926,0.117537397457838,0.972369920397676,-0.233445363855906,"2","F",9.11794431932776,37.3705490176128,8.84860781131761
694,"0",1,0,-0.993571855676587,0.113203213767907,0.974370064785235,-0.224951054343865,"2","F",9.125202288222,37.4151510740376,8.8480930176097
695,"0",1,0,-0.99405633822232,0.108866874851965,0.976296007119933,-0.216439613938103,"2","F",9.13244265637718,37.4593312656179,8.84756545587288
696,"0",1,0,-0.994521895368273,0.104528463267654,0.978147600733806,-0.20791169081776,"2","F",9.13966522525448,37.503088474587,8.84702513918887
697,"0",1,0,-0.994968518250912,0.100188061612076,0.97992470462083,-0.199367934417196,"2","F",9.14686979642806,37.5464216047783,8.84647208094043
698,"0",1,0,-0.995396198367179,0.0958457525202239,0.981627183447664,-0.190808995376545,"2","F",9.15405617159377,37.5893295816095,8.84590629480999
699,"0",1,0,-0.995804927574662,0.0915016186634026,0.983254907563955,-0.182235525492148,"2","F",9.1612241525786,37.6318113520647,8.84532779478059
700,"0",1,0,-0.996194698091746,0.0871557427476586,0.984807753012208,-0.173648177666931,"2","F",9.16837354134987,37.6738658846748,8.84473659513378
701,"0",1,0,-0.996565502497761,0.0828082075122042,0.986285601537231,-0.165047605860677,"2","F",9.17550414002358,37.7154921694964,8.84413271045014
702,"0",1,0,-0.996917333733128,0.0784590957278451,0.987688340595138,-0.156434465040231,"2","F",9.18261575087422,37.7566892180892,8.84351615560831
703,"0",1,0,-0.997250185099486,0.0741084901953996,0.989015863361917,-0.147809411129611,"2","F",9.1897081763434,37.7974560634909,8.84288694578436
704,"0",1,0,-0.997564050259824,0.0697564737441255,0.99026806874157,-0.139173100960066,"2","F",9.19678121905008,37.8377917601931,8.84224509645151
705,"0",1,0,-0.997858923238603,0.0654031292301431,0.99144486137381,-0.130526192220052,"2","F",9.20383468179807,37.8776953841113,8.84159062337949
706,"0",1,0,-0.998134798421867,0.0610485395348572,0.992546151641322,-0.121869343405148,"2","F",9.21086836758673,37.917166032558,8.84092354263316
707,"0",1,0,-0.998391670557349,0.0566927875633777,0.993571855676587,-0.113203213767907,"2","F",9.21788207961959,37.9562028242117,8.8402438705732
708,"0",1,0,-0.998629534754574,0.0523359562429438,0.994521895368273,-0.104528463267653,"2","F",9.22487562131346,37.9948048990839,8.8395516238545
709,"0",1,0,-0.998848386484951,0.0479781285213442,0.995396198367179,-0.0958457525202245,"2","F",9.23184879630821,38.0329714184863,8.83884681942573
710,"0",1,0,-0.999048221581858,0.0436193873653361,0.996194698091746,-0.0871557427476583,"2","F",9.23880140847541,38.0707015649966,8.8381294745293
711,"0",1,0,-0.999229036240723,0.039259815759069,0.996917333733128,-0.0784590957278456,"2","F",9.24573326192831,38.1079945424203,8.83739960669959
712,"0",1,0,-0.999390827019096,0.0348994967025007,0.997564050259824,-0.0697564737441248,"2","F",9.25264416103118,38.1448495757545,8.83665723376339
713,"0",1,0,-0.999533590836713,0.0305385132098227,0.998134798421867,-0.0610485395348569,"2","F",9.25953391040821,38.181265911147,8.83590237383828
714,"0",1,0,-0.999657324975557,0.0261769483078734,0.998629534754574,-0.0523359562429444,"2","F",9.26640231495253,38.2172428158572,8.83513504533289
715,"0",1,0,-0.999762027079909,0.0218148850345608,0.999048221581858,-0.0436193873653353,"2","F",9.27324917983674,38.2527795782128,8.83435526694552
716,"0",1,0,-0.999847695156391,0.0174524064372834,0.999390827019096,-0.0348994967025008,"2","F",9.28007431052197,38.287875507566,8.83356305766347
717,"0",1,0,-0.999914327574007,0.0130895955713446,0.999657324975557,-0.0261769483078735,"2","F",9.28687751276652,38.3225299342505,8.83275843676302
718,"0",1,0,-0.999961923064171,0.0087265354983744,0.999847695156391,-0.0174524064372844,"2","F",9.29365859263635,38.356742209533,8.83194142380739
719,"0",1,0,-0.999990480720734,0.00436330928474642,0.999961923064171,-0.00872653549837364,"2","F",9.30041735651321,38.3905117055672,8.83111203864769
720,"0",1,0,-1,0.000000000000000122460635382238,1,-0.000000000000000244921270764475,"2","F",9.30715361110606,38.4238378153439,8.83027030142057
721,"0",1,0,-0.999990480720734,-0.00436330928474618,0.999961923064171,0.00872653549837315,"2","F",9.31386716345878,38.4567199526421,8.82941623254828
722,"0",1,0,-0.999961923064171,-0.00872653549837371,0.999847695156391,0.0174524064372831,"2","F",9.32055782096018,38.4891575519757,8.82854985273866
723,"0",1,0,-0.999914327574007,-0.0130895955713444,0.999657324975557,0.0261769483078731,"2","F",9.32722539135398,38.5211500685427,8.82767118298216
724,"0",1,0,-0.999847695156391,-0.0174524064372832,0.999390827019096,0.0348994967025003,"2","F",9.33386968274817,38.5526969781704,8.82678024455367
725,"0",1,0,-0.999762027079909,-0.021814885034561,0.999048221581858,0.0436193873653357,"2","F",9.34049050362341,38.5837977772592,8.82587705900983
726,"0",1,0,-0.999657324975557,-0.0261769483078732,0.998629534754574,0.0523359562429439,"2","F",9.34708766284461,38.6144519827278,8.82496164818917
727,"0",1,0,-0.999533590836713,-0.0305385132098229,0.998134798421867,0.0610485395348573,"2","F",9.35366096966845,38.644659131955,8.82403403421063
728,"0",1,0,-0.999390827019096,-0.0348994967025009,0.997564050259824,0.0697564737441251,"2","F",9.36021023375429,38.6744187827201,8.82309423947345
729,"0",1,0,-0.999229036240723,-0.0392598157590683,0.996917333733128,0.0784590957278442,"2","F",9.36673526517302,38.7037305131439,8.82214228665634
730,"0",1,0,-0.999048221581858,-0.0436193873653363,0.996194698091745,0.0871557427476587,"2","F",9.37323587441688,38.7325939216266,8.82117819871564
731,"0",1,0,-0.998848386484951,-0.0479781285213439,0.995396198367179,0.095845752520224,"2","F",9.37971187240896,38.7610086267864,8.82020199888552
732,"0",1,0,-0.998629534754574,-0.0523359562429436,0.994521895368273,0.104528463267653,"2","F",9.38616307051279,38.7889742673954,8.8192137106771
733,"0",1,0,-0.998391670557349,-0.056692787563377,0.993571855676588,0.113203213767906,"2","F",9.39258928054142,38.8164905023152,8.81821335787663
734,"0",1,0,-0.998134798421867,-0.0610485395348569,0.992546151641322,0.121869343405148,"2","F",9.39899031476784,38.8435570104314,8.81720096454592
735,"0",1,0,-0.997858923238603,-0.0654031292301429,0.99144486137381,0.130526192220051,"2","F",9.4053659859344,38.8701734905865,8.81617655502009
736,"0",1,0,-0.997564050259824,-0.0697564737441248,0.99026806874157,0.139173100960065,"2","F",9.41171610726133,38.896339661512,8.81514015390826
737,"0",1,0,-0.997250185099486,-0.0741084901953994,0.989015863361917,0.147809411129611,"2","F",9.41804049245729,38.9220552617603,8.81409178609078
738,"0",1,0,-0.996917333733128,-0.0784590957278448,0.987688340595138,0.156434465040231,"2","F",9.42433895572913,38.9473200496336,8.81303147672043
739,"0",1,0,-0.996565502497761,-0.0828082075122044,0.986285601537231,0.165047605860678,"2","F",9.43061131179047,38.9721338031143,8.81195925121938
740,"0",1,0,-0.996194698091746,-0.0871557427476579,0.984807753012208,0.17364817766693,"2","F",9.43685737587225,38.9964963197915,8.81087513527996
741,"0",1,0,-0.995804927574662,-0.0915016186634023,0.983254907563955,0.182235525492147,"2","F",9.44307696373107,39.0204074167893,8.80977915486278
742,"0",1,0,-0.995396198367179,-0.0958457525202241,0.981627183447664,0.190808995376545,"2","F",9.44926989166038,39.0438669306925,8.80867133619631
743,"0",1,0,-0.994968518250912,-0.100188061612076,0.97992470462083,0.199367934417197,"2","F",9.45543597649817,39.0668747174711,8.8075517057755
744,"0",1,0,-0.994521895368273,-0.104528463267653,0.978147600733806,0.207911690817759,"2","F",9.46157503563813,39.0894306524056,8.80642029036107
745,"0",1,0,-0.99405633822232,-0.108866874851965,0.976296007119933,0.216439613938103,"2","F",9.46768688703833,39.1115346300087,8.80527711697823
746,"0",1,0,-0.993571855676587,-0.113203213767907,0.974370064785235,0.224951054343865,"2","F",9.47377134923067,39.133186563949,8.80412221291681
747,"0",1,0,-0.993068456954926,-0.117537397457837,0.972369920397677,0.233445363855905,"2","F",9.47982824133055,39.1543863869715,8.80295560572836
748,"0",1,0,-0.992546151641322,-0.121869343405148,0.970295726275996,0.241921895599668,"2","F",9.48585738304632,39.1751340508188,8.80177732322704
749,"0",1,0,-0.992004949679715,-0.12619896913583,0.968147640378108,0.250380004054441,"2","F",9.49185859468912,39.1954295261494,8.8005873934876
750,"0",1,0,-0.99144486137381,-0.130526192220051,0.965925826289068,0.25881904510252,"2","F",9.49783169718194,39.215272802458,8.79938584484444
751,"0",1,0,-0.990865897386882,-0.134850930273722,0.963630453208623,0.267238376078256,"2","F",9.50377651206918,39.2346638879926,8.79817270589092
752,"0",1,0,-0.99026806874157,-0.139173100960066,0.961261695938319,0.275637355816999,"2","F",9.50969286152576,39.2536028096708,8.79694800547827
753,"0",1,0,-0.98965138681967,-0.143492621991179,0.958819734868193,0.284015344703922,"2","F",9.51558056836711,39.2720896129979,8.79571177271441
754,"0",1,0,-0.989015863361917,-0.147809411129611,0.956304755963036,0.292371704722737,"2","F",9.52143945605849,39.2901243619806,8.79446403696284
755,"0",1,0,-0.988361510467761,-0.152123386189916,0.953716950748227,0.300705799504273,"2","F",9.52726934872385,39.3077071390421,8.79320482784215
756,"0",1,0,-0.987688340595138,-0.156434465040231,0.951056516295154,0.309016994374947,"2","F",9.53307007115609,39.3248380449365,8.79193417522379
757,"0",1,0,-0.986996366560232,-0.160742565603826,0.948323655206199,0.317304656405092,"2","F",9.53884144882545,39.3415171986612,8.79065210923272
758,"0",1,0,-0.986285601537231,-0.165047605860677,0.945518575599317,0.325568154457156,"2","F",9.54458330788907,39.3577447373696,8.78935866024494
759,"0",1,0,-0.985556059058078,-0.169349503849025,0.942641491092178,0.333806859233771,"2","F",9.55029547520144,39.3735208162818,8.78805385888677
760,"0",1,0,-0.984807753012208,-0.17364817766693,0.939692620785908,0.342020143325669,"2","F",9.5559777783219,39.3888456085972,8.78673773603396
761,"0",1,0,-0.984040697646291,-0.177943545473842,0.936672189248398,0.350207381259467,"2","F",9.56163004552491,39.403719305403,8.785410322811
762,"0",1,0,-0.983254907563955,-0.182235525492147,0.933580426497202,0.358367949545299,"2","F",9.56725210580998,39.418142115584,8.78407165058866
763,"0",1,0,-0.98245039772551,-0.186524036008735,0.930417567982024,0.366501226724298,"2","F",9.57284378890881,39.432114265732,8.78272175098482
764,"0",1,0,-0.981627183447664,-0.190808995376545,0.927183854566787,0.374606593415912,"2","F",9.57840492529681,39.4456360000536,8.78136065586136
765,"0",1,0,-0.980785280403231,-0.195090322016128,0.923879532511287,0.382683432365089,"2","F",9.58393534620109,39.4587075802765,8.77998839732481
766,"0",1,0,-0.97992470462083,-0.199367934417197,0.920504853452441,0.390731128489273,"2","F",9.5894348836091,39.4713292855583,8.77860500772385
767,"0",1,0,-0.979045472484584,-0.203641751140177,0.917060074385124,0.398749068925246,"2","F",9.5949033702791,39.4835014123908,8.77721051964909
768,"0",1,0,-0.978147600733806,-0.207911690817759,0.913545457642601,0.4067366430758,"2","F",9.60034063974854,39.4952242745064,8.77580496593168
769,"0",1,0,-0.977231106462679,-0.212177672156446,0.909961270876543,0.414693242656239,"2","F",9.6057465263425,39.5064982027832,8.77438837964178
770,"0",1,0,-0.976296007119933,-0.216439613938103,0.90630778703665,0.4226182617407,"2","F",9.61112086518438,39.5173235451487,8.77296079408779
771,"0",1,0,-0.975342320508513,-0.220697435021501,0.902585284349861,0.430511096808295,"2","F",9.61646349220314,39.5277006664835,8.77152224281576
772,"0",1,0,-0.974370064785235,-0.224951054343865,0.898794046299167,0.438371146789077,"2","F",9.62177424414313,39.5376299485256,8.77007275960636
773,"0",1,0,-0.973379258460448,-0.229200390922414,0.894934361602025,0.446197813109808,"2","F",9.62705295857336,39.5471117897712,8.76861237847629
774,"0",1,0,-0.972369920397677,-0.233445363855906,0.891006524188368,0.453990499739547,"2","F",9.6322994738955,39.5561466053784,8.76714113367507
775,"0",1,0,-0.971342069813261,-0.237685892326173,0.887010833178222,0.461748613235034,"2","F",9.63751362935363,39.5647348270679,8.76565905968437
776,"0",1,0,-0.970295726275996,-0.241921895599668,0.882947592858927,0.46947156278589,"2","F",9.64269526504245,39.5728769030241,8.76416619121733
777,"0",1,0,-0.969230909706755,-0.246153293028993,0.878817112661966,0.477158760259608,"2","F",9.64784422191656,39.5805732977954,8.76266256321742
778,"0",1,0,-0.968147640378108,-0.250380004054442,0.874619707139396,0.484809620246337,"2","F",9.65296034179869,39.5878244921951,8.76114821085594
779,"0",1,0,-0.967045938913943,-0.254601948205527,0.8703556959399,0.492423560103467,"2","F",9.65804346738923,39.5946309832,8.75962316953292
780,"0",1,0,-0.965925826289068,-0.25881904510252,0.866025403784439,0.499999999999999,"2","F",9.66309344227375,39.6009932838497,8.75808747487349
781,"0",1,0,-0.964787323828813,-0.263031214457975,0.861629160441526,0.507538362960705,"2","F",9.66811011093318,39.6069119231454,8.75654116272881
782,"0",1,0,-0.963630453208623,-0.267238376078257,0.857167300702112,0.515038074910054,"2","F",9.67309331875049,39.6123874459481,8.75498426917375
